"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
age,socio_demographics,,text,"¿Qué edad tenía al empezar el estudio?",,,integer,18,,,,,,,,,
gender,socio_demographics,,radio,"Usted es:","0,  Hombre | 1, Mujer",,,,,,,,,,,,
marital_status,socio_demographics,,radio,"Usted es:","0, Soltero | 1, Convive con su pareja | 2, Casado y vive con su cónyuge | 3, Casado pero separado de su cónyuge | 4, Divorciado | 5, Viudo",,,,,,,,,,,,
living_together,socio_demographics,,radio,"¿Vive en pareja?","0, No | 1, Sí",,,,,,,,,,,,
children,socio_demographics,,radio,"¿Tiene hijos?","0, No | 1, Sí",,,,,,,,,,,,
no_of_children,socio_demographics,,text,"¿Cuántos hijos tiene?",,,integer,,,,"[children]=""1""",,,,,,
children_live_with_you,socio_demographics,,text,"¿Cuántos hijos viven con usted?",,,integer,,,,"[children]=""1""",,,,,,
youngest_child_age,socio_demographics,,text,"¿Qué edad tiene su hijo menor?",,,,,,,,,,,,,
ethnicity_1,socio_demographics,"Escoja la opción que describa mejor su grupo étnico",radio,"¿Cuál es su grupo étnico u origen?","0, Caucásico  | 1,  Gitano | 2, Africano magrebí | 3, Africano subsahariano  | 4, Asiático | 5, Latinoamericano | 6,  Cualquier otro origen étnico",,,,,,,,,,,,
ethnic_other,socio_demographics,,text,"Describa qué otro origen étnico",,,,,,,"[ethnicity_1]=""17"" ",,,,,,
country,socio_demographics,País,text,"¿En qué país nació?",,,,,,,,,,,,,
eduction_finish_age,socio_demographics,Educación,text,"¿A qué edad terminó la educación continuada a tiempo completo o la universidad?",,,integer,,,,,,,,,,
drop_school_1,socio_demographics,,radio,"¿Dejó la escuela antes de los 15, antes de haber obtenido el título?","0, No | 1, Sí",,,,,,,,,,,,
qualifications,socio_demographics,,radio,"¿Tiene algún tipo de titulación?","0, No | 1, Sí",,,,,,,,,,,,
degree_1,socio_demographics,,radio,"¿Cuál de los siguientes títulos académicos posee?","0,Título postgrado, máster, Doctorado|1,Título universitario o equivalente|2, Bachillerato o equivalente (COU,FP de grado medio)|3, Secundaria (ESO) o equivalente (BUP)|4, Primaria o equivalente (EGB)|5, Menos de primaria|6, Nunca fue al colegio",,,,,,,,,,,,
benefits_type,socio_demographics,"Ayudas/Renta Familiar",radio,"¿Recibe alguna de estas ayudas en la que usted sea el beneficiario/a directo/a?","0, No| 1, Sí",,,,,,,,,,,,
benefits_type2,socio_demographics,,checkbox,"En caso afirmativo, por favor, indique cuáles de las siguientes condiciones le aplican:","0, Subsidio por desempleo (contributiva o a nivel asistencial) | 1, Ayuda familiar | 2, Pensión de invalidez | 3, Pensión de jubilación | 4, Otras",,,,,,"[benefits_type]=""1""",,,,,,
benefits,socio_demographics,,radio,"¿Recibe alguien de su casa ayudas?","0, No| 1, Sí",,,,,,,,,,,,
income_eur,socio_demographics,,radio,"Cuál de las siguientes opciones se corresponde con los ingresos brutos anuales de su grupo familiar (ingresos de todo tipo de fuentes antes de deducciones de impuestos y seguros)","0, Menos de 15.000 € | 1, 15.000-24.000 € | 2, 24.000-40.000 € | 3, 40.000-55.000 € | 4, Más de 55.000 €",,,,,,,,,,,,
income_contribution,socio_demographics,,text,"¿Cuántas personas contribuyen en los ingresos del hogar?",,,integer,,,,,,,,,,
accommodation,socio_demographics,Alojamiento,radio,"¿Qué situación tiene con respecto a su vivienda?","0, Es de mi propiedad|1, Es de mi propiedad pagando hipoteca o préstamo|2, Alquiler en un piso compartido o hipoteca compartida|3, Alquiler a piso de protección oficial|4, Alquiler a dueño privado|5, Vivo aquí sin pagar alquiler (incluye vivir en la propiedad de familiares o amigos sin pagar alquiler; excluye ocupación ilegal)|6, Ocupación ilegal|7,Otras",,,,,,,,,,,,
accommodation_satisfaction,socio_demographics,,radio,"¿En qué medida está satisfecho/a con su vivienda?","0, Muy insatisfecho/a|1, Algo insatisfecho/a|2, Ni satisfecho ni insatisfecho|3, Bastante satisfecho|4, Muy satisfecho |",,,,,,,,,,,,
utilities,socio_demographics,,checkbox,"¿Ha habido veces en el último año en las que ha tenido serios problemas para pagar las siguientes facturas?:","0, Alquiler|1, Gas|2, Electricidad|3, Agua|4, Pago a plazos de bienes |5, Hipoteca|6, Impuestos municipales|7, Pagos con tarjetas de crédito|8, Teléfono/Internet|9, Otros préstamos|10, Ninguno de estos |",,,,,,,,,,,,
study,study,,radio,Estudio,"1, Trastorno depresivo mayor (TDM) | 2, Epilepsia | 3, Esclerosis múltiple (depresión) | 4, Esclerosis múltiple (discapacidad)",,,,,,,y,,,,,
enrolment_date,study,,text,"Fecha de inclusión en el estudio",,"Fecha (día-mes-año) de la inclusión en el estudio (este campo se utilizará para calcular los calendarios de las encuestas)",date_dmy,,,,,y,,,,,
enable_survey_invite,study,,yesno,"¿Enviar una invitación automática a la encuesta?",,"Seleccione <<no>> en caso de que el participante no deba recibir encuestas",,,,,,y,,,,,
visit,study,,text,Visita,,,integer,,,,,,,,,,
month,study,,text,"Mes en el estudio",,,integer,,,,,,,,,,
contacts_weekly,social_environment,,checkbox,"En una semana normal, ¿con cuántas de las siguientes personas tiene contacto? Entendiendo por contacto tanto el contacto directo como el telefónico","0, Hermano/a | 1, Familia política | 2, Otros parientes | 3, Amigos cercanos | 4, Vecinos | 5, Compañeros de trabajo | 6, Jefe/supervisor | 7, Otros conocidos | 8, Profesionales de la asistencia | 9, Miembros del mismo grupo o club",,,,,,,,,,,,
contacts_help,social_environment,,radio,"Si tuviera problemas o necesitara ayuda, ¿tendría a quien recurrir para pedir ayuda?","0, No | 1, Sí",,,,,,,,,,,,
mh_psycond_clincond,medical_history,,radio,"1. ¿Ha padecido alguna vez algún trastorno psiquiátrico o alguna enfermedad clínicamente significativa en los últimos dos años?","0, No | 1, Sí",,,,,,,,,,,,
mh_diagnosis,medical_history,,text,Diagnóstico:,,,,,,,"[mh_psycond_clincond] = '1'",,,,,,
mh_date_onset,medical_history,,text,"Fecha de inicio:",,,date_dmy,,,,"[mh_psycond_clincond] = '1'",,,,,,
mh_end_date,medical_history,,text,"Fecha de finalización:",,,date_dmy,,,,"[mh_psycond_clincond] = '1'",,,,,,
ms_mh_first_sympt,ms_medical_history,,text,"1. Fecha de los primeros síntomas de EM:",,,date_dmy,,,,,,,,,,
ms_mh_diagnos_date,ms_medical_history,,text,"2. Fecha del diagnóstico de EM (si procede)",,,date_dmy,,,,,,,,,,
ms_mh_phenotype,ms_medical_history,,radio,"3. Fenotipo de la EM:","0, EMRR | 1, EMSP",,,,,,,,,,,,
ms_med_his_date_onset_progress,ms_medical_history,,text,Date of Onset of Progression,,,date_dmy,,,,[ms_mh_phenotype] = '1',,,,,,
ms_mh_date_most_recent_ms_relapse,ms_medical_history,,text,"4. Fecha de la recaída más reciente de la EM",,,date_dmy,,,,,,,,,,
ms_mh_date_last_steroids,ms_medical_history,,text,Date of last course of steroids,,,date_dmy,,,,,,,,,,
own_smartphone,technology_usage,,radio,"1. ¿Posee actualmente un smartphone?","0, No | 1, Sí",,,,,,,,,,,,
smartphone_type,technology_usage,,radio,"2. En caso de respuesta afirmativa, ¿qué tipo de smartphone?","0, Android | 1, iPhone",,,,,,"[own_smartphone]=""1""",,,,,,
android_model,technology_usage,,text,"2a. En caso de que disponga de un smartphone Android, especifique marca y modelo",,,,,,,"[smartphone_type]=""0""",,,,,,
phone_contract,technology_usage,,text,"3. ¿Con qué compañía tiene su contrato de telefonía móvil?",,,,,,,,,,,,,
phone_call_allowance,technology_usage,,text,"4. ¿Qué tipo de tarifa tiene (llamadas mensuales, mensajes de texto y datos)?",,,,,,,,,,,,,
phone_text_allowance,technology_usage,,text,"5. ¿Cuántos mensajes al mes tiene incluidos?",,,,,,,,,,,,,
phone_data_allowance,technology_usage,,text,"6. ¿Cuántos datos al mes tiene incluidos?",,,,,,,,,,,,,
phone_contract_expiration,technology_usage,,text,"7. ¿Cuándo vence su contrato de telefonía móvil?",,,date_dmy,,,,,,,,,,
no_smartphone,technology_usage,,radio,"8. En caso de que no posea un smartphone, ¿estaría dispuesto a usar uno para los fines del presente estudio de investigación?","0, No | 1, Sí",,,,,,"[own_smartphone]=""0""",,,,,,
fitness_tracker_used,technology_usage,,radio,"9. ¿Ha usado alguna vez antes una pulsera fitness de actividad?","0, No | 1, Sí",,,,,,,,,,,,
fitness_tracker_time_used,technology_usage,,text,"10. ¿Durante cuánto tiempo la usó?",,,,,,,"[fitness_tracker_used]=""1""",,,,,,
fitness_tracker_using,technology_usage,,radio,"11. ¿La utiliza aún?","0, No | 1, Sí",,,,,,"[fitness_tracker_used]=""1""",,,,,,
fitness_tracker_stopped,technology_usage,,text,"12. Si no, ¿por qué dejó de usarla?",,,,,,,"[fitness_tracker_used]=""1"" and [fitness_tracker_using]=""0""",,,,,,
fitness_tracker_st_time,technology_usage,,text,"13. ¿Cuánto tiempo hace que dejó de usarla?",,,,,,,"[fitness_tracker_used]=""1"" and [fitness_tracker_using]=""0""",,,,,,
wearable_at_job,technology_usage,,radio,"14. ¿Tiene un trabajo que le impediría llevar la pulsera de actividad durante las horas de trabajo?","0, No | 1, Sí",,,,,,,,,,,,
mobile_phone_at_job,technology_usage,,radio,"15. ¿Tiene un trabajo que le impediría usar el teléfono móvil durante largos períodos de tiempo?","0, No | 1, Sí",,,,,,,,,,,,
pssuq_1,pssuq,"Por favor, piense en todos los aspectos del sistema RADAR (las aplicaciones y la pulsera inteligente""fitbit"") y responda las siguientes preguntas. Si desea proporcionar comentarios específicos sobre un aspecto en concreto del sistema, utilice el recuadro de comentarios proporcionado.",radio,"1. En general, estoy satisfecho/a con la facilidad para usar el sistema.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_1_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_2,pssuq,,radio,"2. Usar este sistema me resultó sencillo.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_2_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_3,pssuq,,radio,"3. Solo pude finalizar de forma efectiva las tareas y casos usando este sistema.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_3_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_4,pssuq,,radio,"4. Con este sistema, pude terminar rápidamente las tareas.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_4_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_5,pssuq,,radio,"5. Con este sistema pude terminar eficazmente las tareas.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_5_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_6,pssuq,,radio,"6. Me sentí cómodo empleando este sistema.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_6_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_7,pssuq,,radio,"7. Me resultó fácil aprender a usar el sistema.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_7_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_8,pssuq,,radio,"8. Creo que, con este sistema, no tardaría en ser productivo.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_8_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_9,pssuq,,radio,"9. Los mensajes de error del sistema me indicaron de forma clara cómo resolver los problemas.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_9_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_10,pssuq,,radio,"10. Cada vez que cometía un error utilizando el sistema, podía restablecerlo de forma rápida y sencilla.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_10_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_11,pssuq,,radio,"11. La información (como por ejemplo mensajes en la pantalla u otra documentación) proporcionada por este sistema fue clara","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_11_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_12,pssuq,,radio,"12. Me resultó sencillo encontrar la información que necesitaba.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_12_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_13,pssuq,,radio,"13. La información proporcionada por el Sistema fue fácil de entender.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_13_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_14,pssuq,,radio,"14. La información fue efectiva a la hora de ayudarme a completar las tareas.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_14_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_15,pssuq,,radio,"15. La organización de la información en las pantallas del Sistema fue clara.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_15_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_16,pssuq,,radio,"16. La interfaz de este Sistema era agradable.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_16_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_17,pssuq,,radio,"17. Me gustó usar la inferfaz del Sistema.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_17_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_18,pssuq,,radio,"18. El sistema cuenta con todas las funciones y herramientas que esperaba que tuviera.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_18_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
pssuq_19,pssuq,,radio,"19. En general, estoy satisfecho con el sistema.","1, 1 Totalmente de acuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Totalmente en desacuerdo",,,,,,,,,,,,
pssuq_19_c,pssuq,,text,Comentarios:,,,,,,,,,,,,,
tam_usefulness_1,technology_assessment_measurement_fast_form,"Utilidad Percibida",radio,"En general, creo que el sistema RADAR-CNS es:","0, 0 Eficiente | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Ineficiente",,,,,,,,,,,,
tam_usefulness_2,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0, 0 Mejora el rendimiento | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Empeora el rendimiento",,,,,,,,,,,,
tam_usefulness_3,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0, 0 Aumenta la productividad | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Reduce la productividad",,,,,,,,,,,,
tam_usefulness_4,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0, 0 Eficiente | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Ineficiente",,,,,,,,,,,,
tam_usefulness_5,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0, 0 Útil | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Inútil",,,,,,,,,,,,
tam_usefulness_6,technology_assessment_measurement_fast_form,,radio,"En general, creo que el sistema RADAR-CNS es:","0, 0 Útil | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Inútil",,,,,,,,,,,,
tam_ease_of_use_1,technology_assessment_measurement_fast_form,"Facilidad de Uso Percibida",radio,"En general, creo que el sistema RADAR-CNS es:","0, 0 Fácil de aprender | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Difícil de aprender",,,,,,,,,,,,
tam_ease_of_use_2,technology_assessment_measurement_fast_form,,radio,"En general, creo que el sistema RADAR-CNS es:","0, 0 Fácil de manipular | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Difícil de manipular",,,,,,,,,,,,
tam_ease_of_use_3,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0, 0 De fácil interacción | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 De difícil interacción",,,,,,,,,,,,
tam_ease_of_use_4,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0, 0 Flexible para interactuar | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Rígido para interactuar",,,,,,,,,,,,
tam_ease_of_use_5,technology_assessment_measurement_fast_form,,radio,"En general, creo que el Sistema RADAR-CNS es:","0, 0 Sencillo de dominar | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Difícil de dominar",,,,,,,,,,,,
tam_ease_of_use_6,technology_assessment_measurement_fast_form,,radio,"En general, creo que el sistema RADAR-CNS es:","0, 0 Utilizable | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Engorroso",,,,,,,,,,,,
tam_usage_1,technology_assessment_measurement_fast_form,"Uso Predicho. Para las siguientes preguntas, por favor, indique hasta que punto está usted de acuerdo o en desacuerdo con las siguientes afirmaciones",radio,"1. Si tuviera que elegir una plataforma de monitorización de la salud, elegiría RADAR-CNS.","0, De acuerdo | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, En desacuerdo",,,,,,,,,,tam_usage,,
tam_usage_2,technology_assessment_measurement_fast_form,,radio,"2. Si necesitase monitorizar mi salud y pudiera elegir, me gustaría utilizar RADAR-CNS.","0, De acuerdo | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, En desacuerdo",,,,,,,,,,tam_usage,,
tam_usage_3,technology_assessment_measurement_fast_form,,radio,"3. Si me preguntaran, es muy probable que recomiende RADAR-CNS como plataforma de monitorización de la salud.","0, De acuerdo | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, En desacuerdo",,,,,,,,,,tam_usage,,
tam_usage_4,technology_assessment_measurement_fast_form,,radio,"4. Para tareas futuras de monitorización de salud que estén totalmente bajo mi control, usaría con mucha probabilidad RADAR-CNS como plataforma.","0, De acuerdo | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, En desacuerdo",,,,,,,,,,tam_usage,,
fss_1,fatigue_severity_scale,"Durante la semana pasada he encontrado que:",radio,"1. Mi motivación se reduce cuando estoy fatigado/a","1,1 Completamente en desacuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Completamente de acuerdo",,,,,,,,,,,,
fss_2,fatigue_severity_scale,,radio,"2. El ejercicio me produce fatiga","1,1 Completamente en desacuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Completamente de acuerdo",,,,,,,,,,,,
fss_3,fatigue_severity_scale,,radio,"3. Me fatigo fácilmente","1,1 Completamente en desacuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Completamente de acuerdo",,,,,,,,,,,,
fss_4,fatigue_severity_scale,,radio,"4. La fatiga interfiere en mi funcionamiento físico","1,1 Completamente en desacuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Completamente de acuerdo",,,,,,,,,,,,
fss_5,fatigue_severity_scale,,radio,"5. La fatiga me produce con frecuencia problemas","1,1 Completamente en desacuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Completamente de acuerdo",,,,,,,,,,,,
fss_6,fatigue_severity_scale,,radio,"6. La fatiga me impide hacer ejercicio físico continuado","1,1 Completamente en desacuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Completamente de acuerdo",,,,,,,,,,,,
fss_7,fatigue_severity_scale,,radio,"7. La fatiga interfiere en el desempeño de algunas obligaciones y responsabilidades","1,1 Completamente en desacuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Completamente de acuerdo",,,,,,,,,,,,
fss_8,fatigue_severity_scale,,radio,"8. La fatiga es uno de los tres síntomas que más me incapacitan","1,1 Completamente en desacuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Completamente de acuerdo",,,,,,,,,,,,
fss_9,fatigue_severity_scale,,radio,"9. La fatiga interfiere en mi trabajo, familia o vida social","1,1 Completamente en desacuerdo | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Completamente de acuerdo",,,,,,,,,,,,
ids_1,ids_sr,"Por favor, indique la respuesta a cada cuestión que mejor define su experiencia de los últimos siete días. ",radio,"1. A la hora de dormirse:","0, Nunca tardo más de 30 minutos en dormirme | 1, Menos de la mitad de las veces (máximo 3 de los 7 días), tardo como mínimo 30 minutos en quedarme dormido/a | 2, Más de la mitad de las veces (mínimo 4 de los 7 días), tardo como mínimo 30 minutos en quedarme dormido/a | 3, Más de la mitad de las veces, tardo más de 60 minutos en quedarme dormido/a.",,,,,,,,,,,,
ids_2,ids_sr,,radio,"2. Sueño nocturno:","0, No me despierto por la noche | 1, Tengo un sueño intranquilo y ligero, de hecho todas las noches me despierto momentáneamente unas pocas veces | 2, Me despierto al menos una vez cada noche pero me vuelvo a dormir con facilidad | 3, Me despierto más de una vez por la noche y tardo 20 minutos o más en volver a dormirme, más de la mitad de las veces",,,,,,,,,,,,
ids_3,ids_sr,,radio,"3. Despertarse demasiado pronto:","0, La mayoría de las veces no me despierto con más de 30 minutos de antelación a la hora que necesito levantarme. | 1, Más de la mitad de las veces, me despierto con más de 30 minutos de antelación a la hora que necesito levantarme. | 2, Casi siempre me despierto por lo menos una hora antes de lo necesario, pero al final me vuelvo a dormir. | 3, Me despierto por lo menos una hora antes de lo necesario y soy incapaz de quedarme dormido/a otra vez",,,,,,,,,,,,
ids_4,ids_sr,,radio,"4. Dormir demasiado","0, Duermo como máximo entre 7 y 8 horas por noche y no echo siestas durante el día | 1, No duermo más de 10 horas por cada 24, incluidas las siestas | 2, No duermo más de 12 horas por cada 24, incluidas las siestas | 3, Duermo más de 12 horas por cada 24, incluidas las siestas",,,,,,,,,,,,
ids_5,ids_sr,,radio,"5. Sentirse triste","0, No me siento triste | 1, Me siento triste menos de la mitad del tiempo (máximo 3 de los 7 días) | 2, Me siento triste más de la mitad del tiempo (mínimo 4 de los 7 días) | 3, Me siento triste casi todo el tiempo",,,,,,,,,,,,
ids_6,ids_sr,,radio,"6. Sentirse irritable","0, No me siento irritable | 1, Me siento irritable menos de la mitad del tiempo (máximo 3 de los 7 días) | 2, Me siento irritable más de la mitad del tiempo (mínimo 4 de los 7 días) | 3, Me siento sumamente irritable casi todo el tiempo",,,,,,,,,,,,
