"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
contact_info_notes,contact_info,"Enrolment notes",notes,"Aantekeningen contact & bereikbaarheid",,"Aantekeningen over bereikbaarheid en contactmogelijkheden deelnemer",,,,,,,,,,,
enrolment_notes_field,contact_info,,notes,"Notities bij Inclusie",,"Aantekeningen over bijzonderheden Inclusie sessie (bv. problemen scannen QR codes)",,,,,,,,,,,
gp_letter_sent,contact_info,"GP letter",radio,"Brief aan huisarts verstuurd","1, Ja | 0, Nee",,,,,,,,,,,,
date_gp_letter_sent,contact_info,,text,"Datum versturen huisartsbrief",,,date_dmy,,,,,,,,,,
calendar_reminders_added,contact_info,,radio,"Nabel reminders in kalender gezet?","1, Ja | 0, Nee","1-maand & 3-maand (elke 12 weken die stoppen na 6 contactmomenten)",,,,,,,,,,,
day_follow_up_call,contact_info,"Mandatory Contact",radio,"3-Day Follow-up Call ","1, Ja | 0, Nee",,,,,,,,,,,,
day_follow_up_call_by,contact_info,,text,"Gebeld door",,,,,,,"[day_follow_up_call] = '1'",,,,,,
day_follow_up_call_date,contact_info,,text,Datum,,,date_dmy,,,,"[day_follow_up_call] = '1'",,,,,,
day_follow_up_call_notes,contact_info,,notes,Aantekeningen,,,,,,,"[day_follow_up_call] = '1'",,,,,,
week_follow_up_call,contact_info,,radio,"1 Week Follow-Up Call","1, Ja | 0, Nee",,,,,,,,,,,,
week_follow_up_call_by,contact_info,,text,"Gebeld door",,,,,,,"[week_follow_up_call] = '1'",,,,,,
week_follow_up_call_date,contact_info,,text,Datum,,,date_dmy,,,,"[week_follow_up_call] = '1'",,,,,,
week_follow_up_call_notes,contact_info,,notes,Aantekeningen,,,,,,,"[week_follow_up_call] = '1'",,,,,,
month_follow_up_call,contact_info,,radio,"1 Maands Follow-Up Call","1, Ja | 0, Nee",,,,,,,,,,,,
month_follow_up_call_by,contact_info,,text,"Gebeld door",,,,,,,"[month_follow_up_call] = '1'",,,,,,
month_follow_up_call_date,contact_info,,text,Datum,,,date_dmy,,,,"[month_follow_up_call] = '1'",,,,,,
month_follow_up_call_notes,contact_info,,notes,Aantekeningen,,,,,,,"[month_follow_up_call] = '1'",,,,,,
pre_outcome_call_3,contact_info,,radio,"3 Maands Pre Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
pre_outcome_by_3,contact_info,,text,"Gebeld door",,,,,,,"[pre_outcome_call_3] = '1'",,,,,,
pre_outcome_date_3,contact_info,,text,Datum,,,date_mdy,,,,"[pre_outcome_call_3] = '1'",,,,,,
pre_outcome_call_3_notes,contact_info,,notes,Aantekeningen,,,,,,,"[pre_outcome_call_3] = '1'",,,,,,
post_outcome_call_3,contact_info,,radio,"3 Maands Post Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
post_outcome_by_3,contact_info,,text,"Gebeld door",,,,,,,"[post_outcome_call_3] = '1'",,,,,,
post_outcome_date_3,contact_info,,text,Datum,,,date_dmy,,,,"[post_outcome_call_3] = '1'",,,,,,
post_outcome_call_3_notes,contact_info,,notes,Aantekeningen,,,,,,,"[post_outcome_call_3] = '1'",,,,,,
pre_outcome_call_6,contact_info,,radio,"6 Maands Pre Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
pre_outcome_by_6,contact_info,,text,"Gebeld door",,,,,,,"[pre_outcome_call_6] = '1'",,,,,,
pre_outcome_date_6,contact_info,,text,Datum,,,date_mdy,,,,"[pre_outcome_call_6] = '1'",,,,,,
pre_outcome_notes_6,contact_info,,notes,Aantekeningen,,,,,,,"[pre_outcome_call_6] = '1'",,,,,,
post_outcome_call_6,contact_info,,radio,"6 Maands Post Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
post_outcome_by_6,contact_info,,text,"Gebeld door",,,,,,,"[post_outcome_call_6] = '1'",,,,,,
post_outcome_date_6,contact_info,,text,Datum,,,date_dmy,,,,"[post_outcome_call_6] = '1'",,,,,,
poct_outcome_notes_6,contact_info,,notes,Aantekeningen,,,,,,,"[post_outcome_call_6] = '1'",,,,,,
pre_outcome_call_9,contact_info,,radio,"9 Maands Pre Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
pre_outcome_by_9,contact_info,,text,"Gebeld door",,,,,,,"[pre_outcome_call_9] = '1'",,,,,,
pre_outcome_date_9,contact_info,,text,Datum,,,date_mdy,,,,"[pre_outcome_call_9] = '1'",,,,,,
pre_outcome_notes_9,contact_info,,notes,Aantekeningen,,,,,,,"[pre_outcome_call_9] = '1'",,,,,,
post_outcome_call_9,contact_info,,radio,"9 Maands Post Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
post_outcome_by_9,contact_info,,text,"Gebeld door",,,,,,,"[post_outcome_call_9] = '1'",,,,,,
post_outcome_date_9,contact_info,,text,Datum,,,date_dmy,,,,"[post_outcome_call_9] = '1'",,,,,,
post_outcome_notes_9,contact_info,,notes,Aantekeningen,,,,,,,"[post_outcome_call_9] = '1'",,,,,,
pre_outcome_call_12,contact_info,,radio,"12 Maands Pre Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
pre_outcome_by_12,contact_info,,text,"Gebeld door",,,,,,,"[pre_outcome_call_12] = '1'",,,,,,
pre_outcome_date_12,contact_info,,text,Datum,,,date_mdy,,,,"[pre_outcome_call_12] = '1'",,,,,,
pre_outcome_notes_12,contact_info,,notes,Aantekeningen,,,,,,,"[pre_outcome_call_12] = '1'",,,,,,
post_outcome_call_12,contact_info,,radio,"12 Maands Post Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
post_outcome_by_12,contact_info,,text,"Gebeld door",,,,,,,"[post_outcome_call_12] = '1'",,,,,,
post_outcome_date_12,contact_info,,text,Datum,,,date_dmy,,,,"[post_outcome_call_12] = '1'",,,,,,
post_outcome_notes_12,contact_info,,notes,Aantekeningen,,,,,,,"[post_outcome_call_12] = '1'",,,,,,
pre_outcome_call_15,contact_info,,radio,"15 Maands Pre Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
pre_outcome_by_15,contact_info,,text,"Gebeld door",,,,,,,"[pre_outcome_call_15] = '1'",,,,,,
pre_outcome_date_15,contact_info,,text,Datum,,,date_mdy,,,,"[pre_outcome_call_15] = '1'",,,,,,
pre_outcome_notes_15,contact_info,,notes,Aantekeningen,,,,,,,"[pre_outcome_call_15] = '1'",,,,,,
post_outcome_call_15,contact_info,,radio,"15 Maands Post Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
post_outcome_by_15,contact_info,,text,"Gebeld door",,,,,,,"[post_outcome_call_15] = '1'",,,,,,
post_outcome_date_15,contact_info,,text,Date,,,date_dmy,,,,"[post_outcome_call_15] = '1'",,,,,,
post_outcome_notes_15,contact_info,,notes,Aantekeningen,,,,,,,"[post_outcome_call_15] = '1'",,,,,,
pre_outcome_call_18,contact_info,,radio,"18 Maands Pre Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
pre_outcome_by_18,contact_info,,text,"Gebeld door",,,,,,,"[pre_outcome_call_18] = '1'",,,,,,
pre_outcome_date_18,contact_info,,text,Datum,,,date_mdy,,,,"[pre_outcome_call_18] = '1'",,,,,,
pre_outcome_notes_18,contact_info,,notes,Aantekeningen,,,,,,,"[pre_outcome_call_18] = '1'",,,,,,
post_outcome_call_18,contact_info,,radio,"18 Maands Post Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
post_outcome_by_18,contact_info,,text,"Gebeld door",,,,,,,"[post_outcome_call_18] = '1'",,,,,,
post_outcome_date_18,contact_info,,text,Datum,,,date_dmy,,,,"[post_outcome_call_18] = '1'",,,,,,
post_outcome_notes_18,contact_info,,notes,Aantekeningen,,,,,,,"[post_outcome_call_18] = '1'",,,,,,
pre_outcome_call_21,contact_info,,radio,"21 Maands Pre Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
pre_outcome_by_21,contact_info,,text,"Gebeld door",,,,,,,"[pre_outcome_call_21] = '1'",,,,,,
pre_outcome_date_21,contact_info,,text,Datum,,,date_mdy,,,,"[pre_outcome_call_21] = '1'",,,,,,
pre_outcome_notes_21,contact_info,,notes,Aantekeningen,,,,,,,"[pre_outcome_call_21] = '1'",,,,,,
post_outcome_call_21,contact_info,,radio,"21 Maands Post Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
post_outcome_by_21,contact_info,,text,"Gebeld door",,,,,,,"[post_outcome_call_21] = '1'",,,,,,
post_outcome_date_21,contact_info,,text,Datum,,,date_dmy,,,,"[post_outcome_call_21] = '1'",,,,,,
post_outcome_notes_21,contact_info,,notes,Aantekeningen,,,,,,,"[post_outcome_call_21] = '1'",,,,,,
pre_outcome_call_24,contact_info,,radio,"24 Maands Pre Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
pre_outcome_by_24,contact_info,,text,"Gebeld door",,,,,,,"[pre_outcome_call_24] = '1'",,,,,,
pre_outcome_date_24,contact_info,,text,Datum,,,date_mdy,,,,"[pre_outcome_call_24] = '1'",,,,,,
pre_outcome_notes_24,contact_info,,notes,Aantekeningen,,,,,,,"[pre_outcome_call_24] = '1'",,,,,,
post_outcome_call_24,contact_info,,radio,"24 Maands Post Outcome Assessment Call","1, Ja | 0, Nee",,,,,,,,,,,,
post_outcome_by_24,contact_info,,text,"Gebeld door",,,,,,,"[post_outcome_call_24] = '1'",,,,,,
post_outcome_date_24,contact_info,,text,Datum,,,date_dmy,,,,"[post_outcome_call_24] = '1'",,,,,,
post_outcome_notes_24,contact_info,,notes,Aantekeningen,,,,,,,"[post_outcome_call_24] = '1'",,,,,,
interview_interested,contact_info,"Process Evaluatie Interviews",radio,Geïnteresseerd,"1, Ja | 0, Nee",,,,,,,,,,,,
interview_booked,contact_info,,radio,"Interview gepland?","1, Ja | 0, Nee",,,,,,"[interview_interested] = '1'",,,,,,
interview_date,contact_info,,text,"Interview Datum",,,date_dmy,,,,"[interview_interested] = '1'",,,,,,
interview_by,contact_info,,text,"Interview door",,,,,,,"[interview_interested] = '1'",,,,,,
interview_notes,contact_info,,notes,Aantekeningen,,,,,,,"[interview_interested] = '1'",,,,,,
withdrawal,contact_info,Uitval,radio,Uitval,"1, Ja | 0, Nee",,,,,,,,,,,,
withdrawal_date,contact_info,,text,Datum,,,date_dmy,,,,"[withdrawal] = '1'",,,,,,
reason_for_withdrawal,contact_info,,notes,"Reden uitval",,,,,,,"[withdrawal] = '1'",,,,,,
withdrawal_notes,contact_info,,notes,Aantekeningen,,"b.v. verbeterpunten voor de toekomst",,,,,"[withdrawal] = '1'",,,,,,
withdrawal_interview_interested,contact_info,"Interview Uitval",radio,Geïnteresseerd?,"1, Ja | 0, Nee",,,,,,"[withdrawal] = '1'",,,,,,
withdrawal_interview_booked,contact_info,,radio,"Interview ingepland?","1, Ja | 0, Nee",,,,,,"[withdrawal_interview_interested] = '1'",,,,,,
withdrawal_interview_by,contact_info,,text,"Interview door",,,,,,,"[withdrawal_interview_interested] = '1'",,,,,,
withdrawal_interview_notes,contact_info,,notes,Aantekeningen,,,,,,,"[withdrawal_interview_interested] = '1'",,,,,,
contact_info_ts,contact_info,,text,"Form first saved on",,,datetime_seconds_ymd,,,,,,,,,,"@NOW @READONLY"
study,study,,radio,Studie,"1, MDD | 2, Epilepsy | 3, MS(depression) | 4, MS(Disability) | 5, Test",,,,,,,y,,,,,
study_included,study,,radio,"Geïncludeerd in de studie?","1, Ja | 2, Nee",,,,,,,y,,,,,
reason_not_included,study,,notes,"Reden waarom niet geïncludeerd",,,,,,,"[study_included] = '2'",y,,,,,
enrolment_date,study,,text,"Inclusie datum",,"Date DD-MM-YY of enrolment into study (this field will be used to calculate survey schedules)",date_dmy,,,,"[study_included] = '1'",y,,,,,
main_contact_person,study,,text,"Contactpersoon veldwerk (naam)",,"naam van veldwerker die inclusie heeft gedaan hier invoeren",,,,,,,,,,,
enable_survey_invite,study,,radio,"Automatisch uitnodigen voor survey?","1, Ja | 0, Nee","Zet dit op ""Nee"" indien de deelnemer geen uitnodigingen voor vragenlijsten dient te ontvangen",,,,,,y,,,,,
visit,study,,text,Bezoek,,"vul in 1",integer,,,,,,,,,,
month,study,,text,"Maanden in studie",,"vul in 0",integer,,,,,,,,,,
study_ts,study,,text,"Form first saved on",,,datetime_seconds_ymd,,,,,,,,,,"@NOW @READONLY"
fitbit_email,study_devices,FitBit,text,"FitBit Email Registratie",,"radar gmail-adres invullen dat voor deze respondent is aangemaakt",email,,,,,,,,,,
fitbit_password,study_devices,,text,"FitBit Account Password",,"password gebruikt voor Fitbit account invullen",,,,,,,,,,,
fitbit_firstname,study_devices,,text,"FitBit Account  Voornaam",,"Voornaam zoals gebruikt in Fitbit account",,,,,,,,,,,
fitbit_lastname,study_devices,,text,"FitBit Account  Achternaam",,"Achternaam zoals gebruikt in Fitbit account",,,,,,,,,,,
fitbit_dob,study_devices,,text,"FitBit Account Geboortedatum",,"in de Fitbit account opgegeven (fictieve) geboortedatum invullen",date_dmy,,,,,,,,,,
fitbit_serial,study_devices,,text,"FitBit Serial Number",,"Serienummer van uitgegeven Fitbit",,,,,,,,,,,
phone_status,study_devices,"Mobiele telefoon",radio,"Smartphone status","0, Heeft Android | 1, Switcht van iPhone | 2, Switcht van non-smartphone | 3, Upgrade van huidige Android",,,,,,,,,,,,
phone_brand,study_devices,,dropdown,"Merk telefoon","1, Samsung | 2, HTC | 3, Sony | 4, Motorola | 5, Google | 6, OnePlus | 7, Nokia | 8, Huawei |9, Other",namelijk,,,,,,y,,,,,
phone_model,study_devices,,text,"Model telefoon",,,,,,,,y,,,,,
old_mobile_device,study_devices,,text,"Oude telefoon",,"(indien de deelnemer telefoon heeft geupgrade)",,,,,,,,,,,
phone_imei_number,study_devices,,text,"IMEI number studie telefoon",,,,,,,"[phone_status] = '1' or [phone_status] = '2'",y,,,,,
android_version,study_devices,,text,"Android versie",,,,,,,,,,,,,
phone_email_used,study_devices,,radio,"Email gebruikt op telefoon","1, Studie email | 2, Persoonlijke gmail","Eerste email account gebruikt op telefoon",,,,,"[phone_status] = '1' or [phone_status] = '2'",,,,,,
contract_provided,study_devices,,radio,"Telefooncontract gegeven?","0, Nee | 1, Ja",,,,,,,,,,,,
contract_start,study_devices,,text,"Startdatum telefooncontract",,,date_dmy,2017-11-28,2022-11-28,,"[contract_provided] = '1'",,,,,,
armt_installed,study_devices,Apps,radio,"aRMT geïnstalleerd","1, Ja | 0, Nee",,,,,,,,,,,,
armt_version,study_devices,,text,"aRMT Versie Nummer",,,,,,,,,,,,,
prmt_installed,study_devices,,radio,"pRMT geïnstalleerd","1, Ja | 0, Nee",,,,,,,,,,,,
thincit_installed,study_devices,,radio,"THINC-it app geïnstalleerd","1, Ja | 0, Nee",,,,,,,,,,,,
apps_notes,study_devices,,notes,"Aantekeningen bij app installatie",,,,,,,,,,,,,
tech_literacy_notes,study_devices,,notes,"Technische geletterdheid",,,,,,,,,,,,,
study_devices_ts,study_devices,,text,"Form first saved on",,,datetime_seconds_ymd,,,,,,,,,,"@NOW @READONLY"
contact_date,contact_log,"Tussentijds contact",text,"Datum van contact",,,datetime_ymd,,,,,y,,,,,"Vul datum en tijdstip van contact in"
comms_method,contact_log,,dropdown,"Communicatie methode","1, Telefoon | 2, SMS | 3, Email | 4, Persoonlijk | 5, Anders",,,,,,,y,,,,,
initiated_by,contact_log,,dropdown,"Geinitieerd door","0, Deelnemer | 1, Studie Team | 2, Anders",,,,,,,y,,,,,"Wie initieerde het contact?"
team_member,contact_log,,text,"Naam lid onderzoeks-team",,,,,,,"[enrolment_arm_1][initiated_by] <> 0",y,,,,,
subject,contact_log,,text,Onderwerp,,,,,,,,,,,,,
contact_notes,contact_log,,notes,"Contact aantekeningen",,,,,,,,,,,,,"Vul hier aanvullende informatie in over het contact met de deelnemer"
contact_log_ts,contact_log,,text,"Form first saved on",,,datetime_seconds_ymd,,,,,,,,,,"@NOW @READONLY"
feedback_date,participant_feedback,,text,"Feedback datum",,,date_dmy,,,,,,,,,,
feedback_title,participant_feedback,,text,"Feedback onderwerp",,,,,,,,,,,,,
feedback_collected,participant_feedback,,dropdown,"Wanneer was de feedback verzameld?","1, bij inclusie-bezoek | 2, telefoongesprek na 3 dagen | 3, telefoongesprek na 1 week| 4, telefoongesprek na 1 maand | 5, telefoongesprek na 3 maand | 6, telefoongesprek na 6 maand | 7, telefoongesprek na 9 maand| 8, telefoongesprek na 1 jaar | 9, telefoongesprek na 15 maand | 10, contact met deelnemer | 11, gedurende interview",,,,,,,,,,,,
type_of_feedback,participant_feedback,,dropdown,"Type feedback","1, Sms | 2, Email | 3, Verbaal",,,,,,,,,,,,
feedback_subject,participant_feedback,,notes,Feedback,,,,,,,,,,,,,
participant_feedback_ts,participant_feedback,,text,"Form first saved on",,,datetime_seconds_ymd,,,,,,,,,,"@NOW @READONLY"
adv_react_contact_date,adverse_reaction,,text,"Datum van contact",,,date_dmy,,,,,,,,,,
adv_react_subj_id,adverse_reaction,,text,Onderwerp,,,,,,,,,,,,,
adv_react_notes,adverse_reaction,,notes,Aantekeningen,,,,,,,,,,,,,
adv_react_contact_ts,adverse_reaction,,text,"Form first saved on",,,datetime_seconds_ymd,,,,,,,,,,"@NOW @READONLY"
myob,socio_demographics,"Participant ID: [subject_id]",text,"In welke maand en jaar bent u geboren?",,,,,,,,y,,,,,
age,socio_demographics,,text,"Hoe oud bent u op dit moment?",,,integer,18,,,,y,,,,,
gender,socio_demographics,,radio,"Bent u:","0, Man | 1, Vrouw",,,,,,,y,,,,,
gender_at_birth,socio_demographics,,radio,"Met welk geslacht identificeert u zichzelf?","0, Man | 1, Vrouw",,,,,,,y,,,,,
marital_status,socio_demographics,,radio,"Wat is uw burgerlijke staat?","0,Alleenstaand|1,LAT-relatie|2,Samenwonend|3,Gehuwd en samenwonend met echtgeno(o)t(e)|4,Gehuwd, maar van tafel en bed gescheiden|5,Gescheiden|6,Weduwe/weduwnaar",,,,,,,y,,,,,
living_together,socio_demographics,,radio,"Woont u samen als een stel in een huishouden?","0,Nee|1,Ja",,,,,,,y,,,,,
children,socio_demographics,,radio,"Heeft u kinderen?","0,Nee|1,Ja",,,,,,,y,,,,,
no_of_children,socio_demographics,,text,"Hoeveel kinderen heeft u?",,,integer,,,,"[children]=""1""",y,,,,,
children_live_with_you,socio_demographics,,text,"Hoeveel kinderen zijn inwonend?",,,integer,,,,"[children]=""1""",y,,,,,
youngest_child_age,socio_demographics,,text,"Hoe oud is uw jongste kind (in jaren)?",,,number,0,100,,"[children] = '1'",y,,,,,
ethnicity_1,socio_demographics,,radio,"Hoe zou u het beste uw etnische en culturele achtergrond kunnen beschrijven?","0, Nederlands | 1, Turks | 2, Marokkaans | 3, Surinaams | 4, Antilliaans/Arubaans | 5, Indonesisch | 6, Anders",,,,,,,y,,,,,
ethnic_other,socio_demographics,,text,"Beschrijf welke andere achtergrond",,,,,,,"[ethnicity_1]=""6""",y,,,,,
country,socio_demographics,Geboorteland,text,"In welk land bent u geboren?",,,,,,,,y,,,,,
eduction_finish_age,socio_demographics,Opleiding,text,"Op welke leeftijd heeft u uw laatste voltijd opleiding afgerond?",,,integer,,,,,y,,,,,
drop_school_1,socio_demographics,,radio,"Bent u voor uw 15e van school gegaan (voordat u uw diploma kreeg)?","0,Nee|1,Ja",,,,,,,y,,,,,
qualifications,socio_demographics,,radio,"Bent u in het bezit van een (school)diploma?","0,Nee|1,Ja",,,,,,,y,,,,,
degree_1,socio_demographics,,radio,"Wat is de hoogste opleiding die u heeft voltooid met een diploma?","0,Basisonderwijs / lagere school|1,MAVO, MULO, VMBO|2,HAVO, VWO, Gymnasium, HBS, MMS|3,VBO/LBO (huishoud-, ambacht-, technische school, of interne bedrijfsopleiding), MBO-kort|4,MBO opleiding, of interne bedrijfsopleiding op MBO niveau|5,HBO, HTS, of interne bedrijfsopleiding op HBO-niveau|6,Wetenschappelijk onderwijs, universiteit|7,Onderzoeksdoktoraat / Doctor of Philosophy",,,,,,,y,,,,,
benefits_type,socio_demographics,"Inkomen en uitkeringen",checkbox,"Ontvangt u op dit moment een van de onderstaande uitkeringen op uw eigen naam?","0,WW | 1,Bijstandsuitkering | 2,Arbeidsongeschiktheid uitkering (WAO, AAW, WIA, WAJONG, WGA, IVA, WAZ) | 3,AOW | 4,Pensioen of VUT | 5, Ziektewetuitkering | 6,Anders | 7,Ik ontvang geen uitkeringen",,,,,,,y,,,,,
benefits,socio_demographics,,radio,"Ontvangt u of iemand anders in uw huishouden huursubsidie?","0,Nee|1,Ja",,,,,,,y,,,,,
income_eur,socio_demographics,,radio,"Kunt u aangeven welk van de onderstaande antwoorden het beste het bruto maandinkomen van uw huishouden weergeeft? Als er meer dan 1 persoon in uw huishouden een inkomen heeft, wilt u dan alle inkomens bij elkaar optellen. Het betreft hier het inkomen inclusief eventuele uitkeringen zoals WW, bijstand, rentes, maar zonder vakantiegeld en eventuele onkostenvergoedingen. Kiest u hetgene dat het huishoudinkomen het beste weergeeft.","0, Minder dan het minimumloon | 1, Tussen €1.500,- en €4500,- bruto per maand | 2, Tussen €4500,- en €9000,- bruto per maand | 3, Meer dan €9000,- bruto per maand | 4, Weet ik niet | 5, Wil ik niet zeggen",,,,,,,y,,,,,
income_contribution,socio_demographics,,text,"Hoeveel mensen in uw huishouden dragen bij aan het inkomen van het huishouden (inclusief uzelf)?",,,integer,,,,,y,,,,,
accommodation,socio_demographics,Wonen,radio,"Wat is de beste omschrijving van uw huisvesting?","0,Koopwoning, hypotheek-vrij|1, Koopwoning met een hypotheek | 2, Huurwoning - Sociale huurwoning van een woningbouwvereniging | 3, Huurwoning - Vrije sectorhuurwoning van een woningbouwvereniging | 4, Huurwoning - ik huur van een private huis-eigenaar | 5, Ik heb zelf geen huis, maar woon in bij vrienden/familie | 6, Gekraakte woning (Het wordt bewoond zonder betaling of huur)| 7, Anders",,,,,,,y,,,,,
accommodation_other,socio_demographics,Wonen,text,"Beschrijf welke andere huisvesting",,,,,,,"[accommodation]=""7""",y,,,,,
accommodation_satisfaction,socio_demographics,,radio,"Hoe tevreden bent u met uw huisvesting?","0,Erg ontevreden|1,Enigszins ontevreden|2,Niet ontevreden/niet tevreden|3,Enigszins tevreden|4,Erg tevreden",,,,,,,y,,,,,
utilities,socio_demographics,,checkbox,"Zijn er periodes in het afgelopen jaar geweest waarin u een betalingsachterstand had vooreen of meerdere van de volgende zaken?","0,Huur|1,Gas|2,Elektriciteit|3,Water|4,Goederen gekocht op afbetaling|5,Hypotheek betalingen|6,Gemeentelijke belastingen|7,Credit card aflossing|8,Telefoon|9,Andere leningen|10,Geen van bovenstaande",,,,,,,y,,,,,
contacts_weekly,social_environment,,checkbox,"Met welke mensen heeft u in een typische/normale week contact. Met contact bedoelen we telefonisch contact of persoonlijke ontmoetingen.","0, Partner | 1,Ouders| 2,Broer/zus| 3,Schoonouders| 4,Andere familieleden| 5,Vrienden | 6,Buren | 7,Collega's| 8,Baas/leidingevende | 9, Kennissen|10, Hulpverleners| 11, Leden van een vereniging of club",,,,,,,y,,,,,
contacts_help,social_environment,,radio,"Als u hulp nodig heeft of moeilijkheden heeft, is er iemand met wie u contact op kan nemen voor hulp?","0,Nee|1,Ja",,,,,,,y,,,,,
mh_family_depr,medical_history,,checkbox,"Heeft er iemand van de volgende familieleden ooit last gehad van een depressie?","0, Ouders | 1, Broers/zussen | 2, Kinderen | 3, Geen van de bovenstaande",,,,,,,y,,,,,
mh_relatives_depr,medical_history,,radio,"Zijn er andere familieleden die ooit last hebben gehad van een depressie?","0,Nee|1,Ja",,,,,,,y,,,,,
mh_relatives_depr_who,medical_history,,text,"Indien ja, wie?",,,,,,,"[mh_relatives_depr] = '1'",y,,,,,
