"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
drop_school_1,socio_demographics,,radio,"Er du droppet ud af skolen inden du fyldte 15 eller før du færdiggjorde folkeskolen?","0,Nej|1,Ja",,,,,,,y,,,,,
qualifications,socio_demographics,,radio,"Har du nogen faglige kvalifikationer?","0,Nej|1,Ja",,,,,,,y,,,,,
degree_1,socio_demographics,,radio,"Hvilke af følgende faglige kvalifikationer har du?","0,Bachelorgrad eller højere|1,STX, HTX, HF eller tilsvarende|2,Folkeskole eller 10. klasse|3,Ikke færdiggjort 9.klasse |4,Andre kvalifikationer|5,Ingen kvalifikationer",,,,,,,y,,,,,
benefits_type,socio_demographics,"Sociale ydelser/Indkomst",radio,"Modtager du i  øjeblikket nogen af de følgende ydelser?","0,Kontanthjælp|1,Arbejdsløshedsdagpenge|2,Sygedagpenge|3,Folkepension|4,Førtidspension|5,Efterløn|6,Revalideringsydelse|7,Løntilskud|8,Ældrecheck|9,Anden|10,Ingen ydelser",,,,,,,y,,,,,
benefits,socio_demographics,,radio,"Modtager du eller nogen anden i din husstand boligstøtte?","0,No|1,Yes",,,,,,,y,,,,,
income_kr,socio_demographics,,radio,"Hvilke af følgende valgmuligheder repræsenterer din husstands årlige bruttoindkomst?","0, Mindre end 125.000 kr | 1, 125.000-199.000 kr | 2, 200.000-299.000 kr | 3, 300.000-499.0000 kr | 4, Mere end 500.000 kr",,,,,,,y,,,,,
income_contribution,socio_demographics,,text,"Hvor mange personer bidrager til din husstands indkomst?",,,integer,,,,,y,,,,,
accommodation,socio_demographics,Boligforhold,radio,"På hvilken af disse måder besidder du din bolig?","0, Ejet og udbetalt | 1, Købt med realkreditlån eller andet lån | 2, Andelsbolig | 3, Almennyttig lejebolig | 4, Lejet fra den frivillige sektor(anvendes ikke i Danmark) | 5, Lejet fra privat udlejer | 6, Bor gratis (inklusiv gratis husleje i pårørende/venners bolig) | 7, Uretmæssig brug(fx besættelse)",,,,,,,y,,,,,
accommodation_satisfaction,socio_demographics,,radio,"Hvor tilfreds er du med din boligsituation?","0,Meget utilfreds|1,Lettere utilfreds|2,Hverken tilfreds eller utilfreds|3,Rimelig tilfreds|4,Meget tilfreds",,,,,,,y,,,,,
utilities,socio_demographics,,checkbox,"Har der været tidspunkter i løbet af det seneste år hvor du har været alvorligt bagud med betalingerne inden for nogen af disse emner;","0,Husleje|1,Gas|2,Electricitet|3,Vand|4,Vare på afbetaling|5,Realkreditlån|6,Ejendomsskat|7,Kreditkort betalinger|8,Telefon|9,Andre lån|10,Ingen af disse",,,,,,,y,,,,,
study,study,,radio,Studie,"1, MDD | 2, Epilepsi | 3, MS(depression) | 4, MS(Disability) | 5, Test",,,,,,,y,,,,,
enrolment_date,study,,text,"Dato for studie start",,"Dato DD-MM-YY for indskrivning til studie(Dette felt bruges til at udregne kalender for besøg)",date_dmy,,,,,y,,,,,
enable_survey_invite,study,,yesno,"Send automatisk spørgeskema invitation?",,"Angiv ""Nej"" til dette hvis deltageren ikke skal modtage spørgeskema invitationer",,,,,,y,,,,,
visit,study,,text,Besøg,,,integer,,,,,,,,,,
month,study,,text,"Måned i studiet",,,integer,,,,,,,,,,
study_ts,study,,text,"Form first saved on",,,datetime_seconds_ymd,,,,,,,,,,"@NOW @READONLY"
contacts_weekly,social_environment,,checkbox,"I løbet af en gennemsnitlig uge, hvor mange af de følgende personer kommer du i kontakt med? Med kontakt menes samtale enten i telefon eller i egen person","0,Bror/Søster|1,Svigerforældre|2,Andre pårørende|3,Tætte venner|4,Naboer|5,Kollegaer|6,Chef/Tilsynsførende|7,Andre bekendtskaber|8,Professionelle hjælpere|9,Medlemmer af samme forening/klub",,,,,,,y,,,,,
contacts_help,social_environment,,radio,"Hvis du kom i problemer eller havde brug for hjælp, er der nogen du ville kunne kontakte, som kunne hjælpe dig?","0, Nej |1, Ja",,,,,,,y,,,,,
mh_psycond_clincond,medical_history,,radio,"Har du nogensinde haft en psykiatrisk lidelse eller har du indenfor de seneste 2 år haft en enten psykisk eller fysisk lidelse?","0, Nej |1, Ja",,,,,,,y,,,,,
mh_diagnosis,medical_history,,text,Diagnose:,,,,,,,"[mh_psycond_clincond] = '1'",y,,,,,
mh_date_onset,medical_history,,text,"Dato for diagnose:",,,date_dmy,,,,"[mh_psycond_clincond] = '1'",y,,,,,
mh_end_date,medical_history,,text,"Slut dato:",,,date_dmy,,,,"[mh_psycond_clincond] = '1'",y,,,,,
ms_mh_first_sympt,ms_medical_history,,text,"1. Dato for første MS symptomer:",,,date_dmy,,,,,y,,,,,
ms_mh_diagnos_date,ms_medical_history,,text,"2. Dato for MS diagnose(hvis relevant)",,,date_dmy,,,,,y,,,,,
ms_mh_phenotype,ms_medical_history,,radio,"3.MS fænotype:","0, CIS | 1, RRMS",,,,,,,y,,,,,
ms_mh_date_most_recent_ms_relapse,ms_medical_history,,text,"4.Dato for seneste MS relaps",,,date_dmy,,,,,y,,,,,
ms_mh_ts,ms_medical_history,,text,"Form first saved on",,,datetime_seconds_ymd,,,,,,,,,,"@NOW @READONLY"
own_smartphone,technology_usage,,radio,"1.Ejer du en smartphone i øjeblikket?","0, Nej|1, Ja",,,,,,,y,,,,,
smartphone_type,technology_usage,,radio,"2.Hvis ja, hvilken slags smartphone ejer du?","0,Android|1,iPhone",,,,,,"[own_smartphone]=""1""",y,,,,,
android_model,technology_usage,,text,"2a. Ved Android smartphone, uddyb venligst mærke/model",,,,,,,"[smartphone_type]=""0""",y,,,,,
phone_contract,technology_usage,,text,"3. Hvilket mobilselskab har du abonnement hos?",,,,,,,,y,,,,,
phone_call_allowance,technology_usage,,text,"4. Hvad er den månedlige taletid indeholdt i dit abonnement?",,,,,,,,y,,,,,
phone_text_allowance,technology_usage,,text,"5. Hvad er den månedlige SMS mængde indeholdt i dit abonnement?",,,,,,,,y,,,,,
phone_data_allowance,technology_usage,,text,"6. Hvad er den månedlige datamængde indeholdt i dit abonnement?",,,,,,,,y,,,,,
phone_contract_expiration,technology_usage,,text,"7. Hvornår udløber dit abonnement?",,,date_dmy,,,,,y,,,,,
no_smartphone,technology_usage,,radio,"8. Hvis du ikke ejer en smartphone, ville du så være villig til at bruge en smartphone for at være med i dette videnskabelige forsøg?","0, Nej|1, Ja",,,,,,"[own_smartphone]=""0""",y,,,,,
fitness_tracker_used,technology_usage,,radio,"9. Har du nogensinde brugt en aktivitetsmåler(pulsur el. lign.)?","0, Nej|1, Ja",,,,,,,y,,,,,
fitness_tracker_time_used,technology_usage,,text,"10. I hvor lang tid brugte du en aktivitetsmåler?",,,,,,,"[fitness_tracker_used]=""1""",y,,,,,
fitness_tracker_using,technology_usage,,radio,"11. Bruger du stadig en aktivitetsmåler","0, Nej|1, Ja",,,,,,"[fitness_tracker_used]=""1""",y,,,,,
fitness_tracker_stopped,technology_usage,,text,"12. Hvis nej, hvorfor stoppede du med at bruge en aktivitetsmåler?",,,,,,,"[fitness_tracker_used]=""1"" and [fitness_tracker_using]=""0""",y,,,,,
fitness_tracker_st_time,technology_usage,,text,"13. Hvor lang tid siden stoppede du med at bruge din aktivitetsmåler?",,,,,,,"[fitness_tracker_used]=""1"" and [fitness_tracker_using]=""0""",y,,,,,
wearable_at_job,technology_usage,,radio,"14. Har du et job som ville forhindre dig i at bruge en aktivitetsmåler, der skal bæres på håndleddet i din arbejdstid?","0, Nej|1, Ja",,,,,,,y,,,,,
mobile_phone_at_job,technology_usage,,radio,"15. Har du et job som forhindrer dig i at bruge en mobiltelefon i lange perioder af dagen?","0, Nej|1, Ja",,,,,,,y,,,,,
pssuq_1,pssuq,,radio,"1. Jeg er overordnet set tilfreds med, hvor let det er at bruge systemet.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_1_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_2,pssuq,,radio,"2. Det var simpelt at bruge systemet.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_2_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_3,pssuq,,radio,"3. Jeg kunne udelukkende udføre opgaverne og  scenarierne effektivt ved hjælp af dette system(aktivitetsmåler, pulsenhed, App).","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_3_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_4,pssuq,,radio,"4. Jeg var i stand til at fuldføre opgaverne hurtigt ved hjælp af dette system.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_4_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_5,pssuq,,radio,"5. Jeg var i stand til at fuldføre opgaverne effektivt ved hjælp af dette system.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_5_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_6,pssuq,,radio,"6. Jeg var fortrolig i brugen af dette system.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_6_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_7,pssuq,,radio,"7. Det var let at lære hvordan man skulle bruge dette system.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_7_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_8,pssuq,,radio,"8. Jeg tror at jeg hurtigt kunne blive produktiv i brugen af dette system.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_8_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_9,pssuq,,radio,"9. Systemet gav fejlmeddelelser der tydeligt forklarede mig hvordan problemer kunne løses.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_9_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_10,pssuq,,radio,"10. Hvis jeg lavede en fejl når jeg brugte systemet kunne jeg nemt og hurtigt komme videre.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_10_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_11,pssuq,,radio,"11. Informationen (f.eks. Beskeder på skærmen og anden dokumentation) i systemet var forståeligt.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_11_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_12,pssuq,,radio,"12. Det var nemt at finde den information, som jeg havde brug for.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_12_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_13,pssuq,,radio,"13. Informationen i systemet var nem at forstå.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_13_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_14,pssuq,,radio,"14. Informationen var effektiv til at hjælpe mig med at fuldføre opgaverne.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_14_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_15,pssuq,,radio,"15. Måden informationen på systemets brugerflader blev præsenteret var klar.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_15_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_16,pssuq,,radio,"16. Brugerfladen i dette system var behagelig.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_16_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_17,pssuq,,radio,"17. Jeg kunne godt lide at benytte brugerfladen i dette system.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_17_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_18,pssuq,,radio,"18. Systemet har alle de funktioner, som jeg forventer.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_18_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
pssuq_19,pssuq,,radio,"19. Jeg er overordnet set tilfreds med systemet.","1, 1 Meget enig | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Meget uenig",,,,,,,y,,,,,
pssuq_19_c,pssuq,,text,Kommentarer:,,,,,,,,,,,,,
tam_usefulness_1,technology_assessment_measurement_fast_form,"Opfattet Brugbarhed.",radio,"Overordnet set føler jeg at RADAR-CNS systemet er:","0, 0 Effektivt | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 Ineffektivt",,,,,,,y,,,,,
tam_usefulness_2,technology_assessment_measurement_fast_form,,radio,"Overordnet set føler jeg at RADAR-CNS systemet er:","0, 0 Præstationsfremmende | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Præstationshæmmende",,,,,,,y,,,,,
tam_usefulness_3,technology_assessment_measurement_fast_form,,radio,"Overordnet set føler jeg at RADAR-CNS systemet:","0, 0 Fremmer produktivitet | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Hæmmer produktivitet",,,,,,,y,,,,,
tam_usefulness_4,technology_assessment_measurement_fast_form,,radio,"Overordnet set føler jeg at RADAR-CNS systemet er:","0, 0 Effektivt | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Ineffektivt",,,,,,,y,,,,,
tam_usefulness_5,technology_assessment_measurement_fast_form,,radio,"Overordnet set føler jeg at RADAR-CNS systemet er:","0, 0 Hjælpende | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Ikke hjælpende",,,,,,,y,,,,,
tam_usefulness_6,technology_assessment_measurement_fast_form,,radio,"Overordnet set føler jeg at RADAR-CNS systemet er:","0, 0 Brugbart | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Ubrugeligt",,,,,,,y,,,,,
tam_ease_of_use_1,technology_assessment_measurement_fast_form,"Opfattet Brugervenlighed",radio,"Overordnet set føler jeg at RADAR-CNS systemet er:","0, 0 Let at lære | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Svært at lære",,,,,,,y,,,,,
tam_ease_of_use_2,technology_assessment_measurement_fast_form,,radio,"Overordnet set føler jeg at RADAR-CNS systemet er:","0, 0 Let at bruge | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Svært at bruge",,,,,,,y,,,,,
tam_ease_of_use_3,technology_assessment_measurement_fast_form,,radio,"Overordnet set føler jeg at RADAR-CNS systemet er:","0, 0 Indlysende at anvende | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Uforståeligt at anvende",,,,,,,y,,,,,
tam_ease_of_use_4,technology_assessment_measurement_fast_form,,radio,"Overordnet set føler jeg at RADAR-CNS systemet er:","0, 0 Fleksibelt at anvende | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Besværligt at anvende",,,,,,,y,,,,,
tam_ease_of_use_5,technology_assessment_measurement_fast_form,,radio,"Overordnet set føler jeg at RADAR-CNS systemet er:","0, 0  Nemt at mestre | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Svært at mestre",,,,,,,y,,,,,
tam_ease_of_use_6,technology_assessment_measurement_fast_form,,radio,"Overordnet set føler jeg at RADAR-CNS systemet er:","0, 0 Nyttigt | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7  Besværligt",,,,,,,y,,,,,
tam_usage_1,technology_assessment_measurement_fast_form,"Anslået brug. Svar venligst i hvilken grad at du er enig i de følgende udsagn:",radio,"1. Hvis jeg skulle vælge en platform til helbredsovervågning, ville det sandsynligvis være RADAR-CNS","0, Enig | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, Uenig",,,,,,,y,,,tam_usage,,
tam_usage_2,technology_assessment_measurement_fast_form,,radio,"2. Hvis jeg havde brug for at overvåge mit helbred, og hvis jeg selv skulle vælge,  ville jeg forvente at bruge RADAR-CNS","0, Enig | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, Uenig",,,,,,,y,,,tam_usage,,
tam_usage_3,technology_assessment_measurement_fast_form,,radio,"3. Hvis jeg blev spurgt ville jeg sandsynligvis anbefale RADAR-CNS som en platform til helbredsovervågning","0, Enig | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, Uenig",,,,,,,y,,,tam_usage,,
tam_usage_4,technology_assessment_measurement_fast_form,,radio,"4. Ved fremtidig helbredsovervågning som jeg selv kontrollerer, ville jeg sandsynligvis benytte RADAR-CNS som platform","0, Enig | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, Uenig",,,,,,,y,,,tam_usage,,
ids_1,ids_sr,"Indikér venligst den svarmulighed for hvert emne, der bedst beskriver dig i de sidste syv dage.",radio,"1. Besvær med at falde i søvn","0, Det tager mig aldrig længere end 30 minutter at falde i søvn | 1,Op til 3 aftner om ugen tager det mig mere end 30 minutter at falde i søvn | 2, De fleste aftner tager det mig mere end 30 minutter at falde i søvn | 3,De fleste aftner tager det mig mere end 60 minutter at falde i søvn",,,,,,,y,,,,,
ids_2,ids_sr,,radio,"2. Besvær med at sove om natten","0, Jeg vågner ikke i løbet af natten | 1, Jeg har en urolig, let søvn med kortvarig opvågnen nogle få gange hver nat | 2,Jeg vågner mindst en gang hver nat, men falder let i søvn igen | 3, De fleste nætter vågner jeg mere end en gang om natten og ligger vågen i 20 minutter eller længere.",,,,,,,y,,,,,
ids_3,ids_sr,,radio,"3. Tendens til at vågne for tidligt","0, For det meste vågner jeg højst 30 minutter før jeg skal op | 1, Mere end halvdelen af nætterne vågner jeg mere end 30 minutter før jeg skal op. | 2, Jeg vågner næsten altid mere end en times tid før jeg skal op, men jeg falder til sidst i søvn igen. | 3, Jeg vågner mindst én time før jeg skal op og kan ikke falde i søvn igen.",,,,,,,y,,,,,
ids_4,ids_sr,,radio,"4. Tendens til at sove for meget","0,Jeg sover højst 7-8 timer om natten og slet ikke iløbet af dagen. | 1, Jeg sover op til 10 timer i løbet af et døgn,iberegnet en lur engang imellem. | 2,Jeg sover op til 12 timer i løbet af et døgn,iberegnet en lur engang imellem. | 3, Jeg sover mere end 12 timer i løbet af et døgn,iberegnet en lur engang imellem",,,,,,,y,,,,,
ids_5,ids_sr,,radio,"5. Tendens til nedtrykthed","0, Jeg føler mig ikke nedtrykt | 1, Jeg føler mig nedtrykt mindre end halvdelen af tiden | 2, Jeg føler mig nedtrykt det meste af tiden | 3, Jeg føler mig næsten hele tiden nedtrykt",,,,,,,y,,,,,
ids_6,ids_sr,,radio,"6. Tendens til irritabilitet","0, Jeg føler mig ikke irritabel | 1, Jeg føler mig irritabel mindre end halvdelen af tiden | 2, Jeg føler mig irritabel det meste af tiden | 3, Jeg føler mig særdeles irritabel næsten hele tiden",,,,,,,y,,,,,
ids_7,ids_sr,,radio,"7. Tendens til at være angst eller anspændt","0, Jeg føler mig ikke angst eller anspændt | 1, Jeg føler mig angst eller anspændt mindre end halvdelen af tiden | 2, Jeg føler mig angst eller anspændt det meste af tiden | 3, Jeg er næsten hele tiden ekstremt angst eller anspændt",,,,,,,y,,,,,
ids_8,ids_sr,,radio,"8. Humørmæssig reaktion på gode eller ønskede begivenheder","0, Når der hænder noget godt, stiger mit humør til normalt niveau - som så holder i flere timer | 1, Mit humør bliver bedre, når der sker noget godt, men det er ikke som normalt. | 2, Mit humør bliver kun lidt bedre ved nogle få særlige begivenheder | 3, Mit humør bliver slet ikke bedre, selv når der hænder noget virkelig godt eller ønsket i mit liv",,,,,,,y,,,,,
ids_9,ids_sr,,radio,"9. Humør i forhold til tidspunktet på dagen","0, Der er ingen regelmæssig sammenhæng mellem mit humør og tidspunktet på dagen | 1, Mit humør hænger ofte sammen med tidspunktet på dagen, på grund af ydre omstændigheder (f.eks. om jeg er alene eller arbejder) | 2, Mit humør hænger generelt mere sammen med selve tidspunktet på dagen, end med ydre omstændigheder. | 3, Mit humør er klart og forudsigeligt bedre eller værre, på et bestemt tidspunkt på dagen",,,,,,,y,,,,,
ids_9a,ids_sr,,radio,"10. Er dit humør typisk værre om morgenen, eftermiddagen eller aftenen?","1, Morgen | 2, Eftermiddag | 3, Aften",,,,,,,y,,,,,
ids_9b,ids_sr,,radio,"11. Varierer dit humør på grund af ydre forhold?","0, Nej | 1, Ja",,,,,,,y,,,,,
ids_10,ids_sr,,radio,"12. Sindsstemningens karakter","0, Jeg oplever min sindsstemning (indre følelser) som normal | 1, Humøret er nedtrykt, og på en måde der svarer nogenlunde til det triste humør, som jeg ville være i, hvis en af mine nærmeste døde eller forlod mig | 2, Humøret er nedtrykt, men nedtryktheden adskiller sig en del fra det triste humør, som jeg ville være i, hvis en af mine nærmeste døde eller forlod mig. | 3, Humøret er nedtrykt, men denne følelse er helt anderledes end den, der er forbundet med sorg eller tab",,,,,,,y,,,,,
ids_11,ids_sr,"Indikér venligst den svarmulighed for hvert emne, der bedst beskriver dig i de sidste syv dage. Besvar venligst enten 13 eller 14 (ikke begge)",radio,"13. Nedsat appetit","0, Der er ingen ændring i forhold til min sædvanlige appetit | 1, Jeg spiser noget sjældnere eller mindre mængder mad end sædvanligt | 2, Jeg spiser meget mindre end sædvanligt og kun med en personlig overvindelse | 3, Jeg spiser sjældent indenfor et døgn, og kun med en enorm personlig overvindelse eller når andre overtaler mig til det","Venligst udfyld spørgsmål 13 eller 14, ikke begge",,,,,[ids_12]='',y,,,,,
ids_12,ids_sr,,radio,"14. Øget appetit","0, Der er ingen ændring i forhold til min sædvanlige appetit | 1, Jeg føler trang til at spise oftere end sædvanligt | 2, Jeg spiser gennemgående oftere og/eller større mængder mad end sædvanligt | 3, Jeg føler mig drevet til at spise for meget både ved måltiderne og mellem måltiderne","Venligst udfyld spørgsmål 13 eller 14, ikke begge",,,,,[ids_11]='',y,,,,,
